city_id,date,disaster_type,city,province,cause,death,missing_person,injured_person,damaged_house,flooded_house,damaged_facility,year
5310,2018-01-01,BANJIR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
6311,2018-01-01,BANJIR,BALANGAN,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,0,25,0,2018
5103,2018-01-01,BANJIR,BADUNG,BALI,Tidak diketahui,0,0,0,0,3,0,2018
5106,2018-01-01,TANAH LONGSOR,BANGLI,BALI,Tidak diketahui,0,0,0,1,0,0,2018
5310,2018-01-01,TANAH LONGSOR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
3504,2018-01-01,CUACA EKSTREM,TULUNGAGUNG,JAWA TIMUR,Tidak diketahui,0,0,0,30,0,0,2018
3504,2018-01-01,CUACA EKSTREM,TULUNGAGUNG,JAWA TIMUR,Tidak diketahui,0,0,0,16,0,0,2018
5371,2018-01-01,CUACA EKSTREM,KOTA KUPANG,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,11,0,0,2018
6301,2018-01-01,CUACA EKSTREM,TANAH LAUT,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,1,0,0,2018
5310,2018-01-01,CUACA EKSTREM,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,1,2018
5105,2018-01-01,TANAH LONGSOR,KLUNGKUNG,BALI,Tidak diketahui,0,0,0,1,0,0,2018
1106,2018-01-01,BANJIR,ACEH BESAR,ACEH,Tidak diketahui,0,0,0,0,28,0,2018
5310,2018-01-02,BANJIR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
7317,2018-01-02,TANAH LONGSOR,LUWU,SULAWESI SELATAN,Tidak diketahui,0,0,0,4,0,0,2018
1106,2018-01-02,BANJIR,ACEH BESAR,ACEH,Tidak diketahui,0,0,0,0,0,0,2018
5103,2018-01-02,TANAH LONGSOR,BADUNG,BALI,Tidak diketahui,0,0,0,0,0,0,2018
3204,2018-01-02,BANJIR,BANDUNG,JAWA BARAT,Tidak diketahui,0,0,0,0,525,0,2018
3318,2018-01-02,BANJIR,PATI,JAWA TENGAH,Tidak diketahui,0,0,0,0,0,0,2018
5315,2018-01-02,CUACA EKSTREM,MANGGARAI BARAT,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,4,2018
1107,2018-01-02,BANJIR,PIDIE,ACEH,Tidak diketahui,0,0,0,1,0,0,2018
3502,2018-01-02,TANAH LONGSOR,PONOROGO,JAWA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
3502,2018-01-02,BANJIR,PONOROGO,JAWA TIMUR,Tidak diketahui,0,0,0,0,14,0,2018
1206,2018-01-03,ERUPSI GUNUNG API,KARO,SUMATERA UTARA,Tidak diketahui,0,0,0,0,0,0,2018
3204,2018-01-03,BANJIR,BANDUNG,JAWA BARAT,Tidak diketahui,0,0,0,0,4969,0,2018
3316,2018-01-03,BANJIR,BLORA,JAWA TENGAH,Tidak diketahui,0,0,0,0,108,0,2018
3374,2018-01-03,TANAH LONGSOR,KOTA SEMARANG,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
3521,2018-01-03,CUACA EKSTREM,NGAWI,JAWA TIMUR,Tidak diketahui,0,0,0,5,0,1,2018
3302,2018-01-03,TANAH LONGSOR,BANYUMAS,JAWA TENGAH,Tidak diketahui,0,0,0,3,0,0,2018
3217,2018-01-03,TANAH LONGSOR,BANDUNG BARAT,JAWA BARAT,Tidak diketahui,0,0,0,0,0,0,2018
3204,2018-01-03,BANJIR,BANDUNG,JAWA BARAT,Tidak diketahui,0,0,0,0,52,0,2018
5371,2018-01-03,CUACA EKSTREM,KOTA KUPANG,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
1108,2018-01-03,BANJIR,ACEH UTARA,ACEH,Tidak diketahui,0,0,0,0,1330,0,2018
3215,2018-01-03,BANJIR,KARAWANG,JAWA BARAT,Tidak diketahui,0,0,0,0,485,0,2018
1172,2018-01-03,CUACA EKSTREM,KOTA SABANG,ACEH,Tidak diketahui,0,0,0,3,0,0,2018
1271,2018-01-03,BANJIR,KOTA MEDAN,SUMATERA UTARA,Tidak diketahui,0,0,0,0,105,0,2018
1404,2018-01-03,CUACA EKSTREM,INDRAGIRI HILIR,RIAU,Tidak diketahui,0,0,0,3,0,1,2018
1112,2018-01-04,GELOMBANG PASANG / ABRASI,ACEH BARAT DAYA,ACEH,Tidak diketahui,0,0,0,0,0,1,2018
1206,2018-01-04,ERUPSI GUNUNG API,KARO,SUMATERA UTARA,Tidak diketahui,0,0,0,0,0,0,2018
3321,2018-01-04,BANJIR,DEMAK,JAWA TENGAH,Tidak diketahui,0,0,0,0,7,0,2018
7373,2018-01-04,CUACA EKSTREM,KOTA PALOPO,SULAWESI SELATAN,Tidak diketahui,0,0,0,26,0,0,2018
3323,2018-01-04,CUACA EKSTREM,TEMANGGUNG,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
3305,2018-01-04,CUACA EKSTREM,KEBUMEN,JAWA TENGAH,Tidak diketahui,0,0,0,2,0,0,2018
3303,2018-01-04,TANAH LONGSOR,PURBALINGGA,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
7314,2018-01-04,CUACA EKSTREM,SIDENRENG RAPPANG,SULAWESI SELATAN,Tidak diketahui,0,0,0,4,0,0,2018
1103,2018-01-04,BANJIR,ACEH TIMUR,ACEH,Tidak diketahui,0,0,0,0,0,0,2018
5310,2018-01-04,BANJIR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
7313,2018-01-04,CUACA EKSTREM,WAJO,SULAWESI SELATAN,Tidak diketahui,0,0,0,98,0,0,2018
3374,2018-01-05,CUACA EKSTREM,KOTA SEMARANG,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
1116,2018-01-05,BANJIR,ACEH TAMIANG,ACEH,Tidak diketahui,0,0,0,0,0,0,2018
7326,2018-01-05,TANAH LONGSOR,TORAJA UTARA,SULAWESI SELATAN,Tidak diketahui,0,0,0,16,0,0,2018
1206,2018-01-05,ERUPSI GUNUNG API,KARO,SUMATERA UTARA,Tidak diketahui,0,0,0,0,0,0,2018
6203,2018-01-05,BANJIR,KAPUAS,KALIMANTAN TENGAH,Tidak diketahui,0,0,0,0,57,3,2018
7301,2018-01-05,CUACA EKSTREM,KEPULAUAN SELAYAR,SULAWESI SELATAN,Tidak diketahui,0,0,0,0,0,0,2018
3507,2018-01-05,TANAH LONGSOR,MALANG,JAWA TIMUR,Tidak diketahui,0,0,0,2,0,0,2018
1601,2018-01-05,BANJIR,OGAN KOMERING ULU,SUMATERA SELATAN,Tidak diketahui,0,0,0,0,3,0,2018
6305,2018-01-05,BANJIR,TAPIN,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,0,21,1,2018
3322,2018-01-05,TANAH LONGSOR,SEMARANG,JAWA TENGAH,Tidak diketahui,0,0,0,0,0,1,2018
7302,2018-01-05,CUACA EKSTREM,BULUKUMBA,SULAWESI SELATAN,Tidak diketahui,0,0,0,7,0,0,2018
5311,2018-01-05,CUACA EKSTREM,SUMBA TIMUR,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,0,0,1,2018
3303,2018-01-06,CUACA EKSTREM,PURBALINGGA,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
6202,2018-01-06,BANJIR,KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,Tidak diketahui,0,0,0,0,82,0,2018
5102,2018-01-06,BANJIR,TABANAN,BALI,Tidak diketahui,0,0,0,1,0,2,2018
6107,2018-01-06,BANJIR,BENGKAYANG,KALIMANTAN BARAT,Tidak diketahui,0,1,0,0,14,3,2018
5314,2018-01-06,BANJIR,ROTE NDAO,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,6,4,0,2018
6311,2018-01-06,TANAH LONGSOR,BALANGAN,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,1,0,0,2018
6307,2018-01-06,BANJIR,HULU SUNGAI TENGAH,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,0,800,0,2018
8206,2018-01-06,CUACA EKSTREM,HALMAHERA TIMUR,MALUKU UTARA,Tidak diketahui,0,0,0,29,0,0,2018
1612,2018-01-06,CUACA EKSTREM,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,Tidak diketahui,0,0,0,1,0,0,2018
5106,2018-01-06,TANAH LONGSOR,BANGLI,BALI,Tidak diketahui,0,0,0,0,0,2,2018
1206,2018-01-06,ERUPSI GUNUNG API,KARO,SUMATERA UTARA,Tidak diketahui,0,0,0,0,0,0,2018
7606,2018-01-06,BANJIR,MAMUJU TENGAH,SULAWESI BARAT,Tidak diketahui,0,0,0,0,250,0,2018
5104,2018-01-06,TANAH LONGSOR,GIANYAR,BALI,Tidak diketahui,0,0,0,2,0,0,2018
3304,2018-01-07,TANAH LONGSOR,BANJARNEGARA,JAWA TENGAH,Tidak diketahui,0,0,0,21,0,0,2018
7322,2018-01-07,CUACA EKSTREM,LUWU UTARA,SULAWESI SELATAN,Tidak diketahui,0,0,0,1,0,0,2018
5314,2018-01-07,BANJIR,ROTE NDAO,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,1,0,2018
6311,2018-01-07,BANJIR,BALANGAN,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,0,20,0,2018
3502,2018-01-07,TANAH LONGSOR,PONOROGO,JAWA TIMUR,Tidak diketahui,2,0,0,1,0,0,2018
3512,2018-01-07,BANJIR,SITUBONDO,JAWA TIMUR,Tidak diketahui,1,0,0,3,0,2,2018
7501,2018-01-07,BANJIR,GORONTALO,GORONTALO,Tidak diketahui,0,0,0,0,0,1,2018
7504,2018-01-07,TANAH LONGSOR,POHUWATO,GORONTALO,Tidak diketahui,4,0,0,0,0,0,2018
3514,2018-01-07,BANJIR,PASURUAN,JAWA TIMUR,Tidak diketahui,0,0,0,0,2630,0,2018
5202,2018-01-07,CUACA EKSTREM,LOMBOK TENGAH,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,5,0,3,2018
3502,2018-01-07,BANJIR,PONOROGO,JAWA TIMUR,Tidak diketahui,0,0,0,0,0,1,2018
3314,2018-01-07,BANJIR,SRAGEN,JAWA TENGAH,Tidak diketahui,0,0,0,0,11,0,2018
5310,2018-01-07,TANAH LONGSOR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
3374,2018-01-07,CUACA EKSTREM,KOTA SEMARANG,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
3512,2018-01-07,TANAH LONGSOR,SITUBONDO,JAWA TIMUR,Tidak diketahui,0,0,0,5,0,0,2018
5207,2018-01-07,BANJIR,SUMBAWA BARAT,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,0,457,9,2018
1406,2018-01-08,BANJIR,ROKAN HULU,RIAU,Tidak diketahui,0,0,0,0,0,1,2018
3402,2018-01-08,CUACA EKSTREM,BANTUL,DI YOGYAKARTA,Tidak diketahui,0,0,0,1,0,1,2018
3208,2018-01-08,TANAH LONGSOR,KUNINGAN,JAWA BARAT,Tidak diketahui,0,0,0,12,0,0,2018
3404,2018-01-08,CUACA EKSTREM,SLEMAN,DI YOGYAKARTA,Tidak diketahui,0,0,0,4,0,0,2018
3302,2018-01-08,CUACA EKSTREM,BANYUMAS,JAWA TENGAH,Tidak diketahui,0,0,0,2,0,0,2018
7505,2018-01-08,BANJIR,GORONTALO UTARA,GORONTALO,Tidak diketahui,0,0,0,0,90,0,2018
7401,2018-01-08,BANJIR,KOLAKA,SULAWESI TENGGARA,Tidak diketahui,0,0,0,0,35,0,2018
3321,2018-01-08,BANJIR,DEMAK,JAWA TENGAH,Tidak diketahui,0,0,0,0,65,0,2018
1102,2018-01-09,BANJIR,ACEH TENGGARA,ACEH,Tidak diketahui,0,0,0,2,0,0,2018
5311,2018-01-09,CUACA EKSTREM,SUMBA TIMUR,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,54,0,2,2018
5311,2018-01-09,BANJIR,SUMBA TIMUR,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,29,0,0,2018
3401,2018-01-09,CUACA EKSTREM,KULON PROGO,DI YOGYAKARTA,Tidak diketahui,0,0,0,1,0,0,2018
5371,2018-01-09,CUACA EKSTREM,KOTA KUPANG,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
5102,2018-01-09,BANJIR,TABANAN,BALI,Tidak diketahui,0,0,0,0,0,2,2018
3403,2018-01-09,CUACA EKSTREM,GUNUNGKIDUL,DI YOGYAKARTA,Tidak diketahui,0,0,0,17,0,3,2018
1406,2018-01-09,BANJIR,ROKAN HULU,RIAU,Tidak diketahui,0,0,0,0,188,0,2018
5308,2018-01-09,CUACA EKSTREM,ENDE,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,3,0,0,2018
1702,2018-01-09,TANAH LONGSOR,REJANG LEBONG,BENGKULU,Tidak diketahui,0,0,0,1,0,0,2018
3318,2018-01-09,CUACA EKSTREM,PATI,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
3404,2018-01-09,CUACA EKSTREM,SLEMAN,DI YOGYAKARTA,Tidak diketahui,0,0,0,16,0,3,2018
3312,2018-01-09,TANAH LONGSOR,WONOGIRI,JAWA TENGAH,Tidak diketahui,0,0,0,2,0,0,2018
5371,2018-01-10,TANAH LONGSOR,KOTA KUPANG,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
5103,2018-01-10,TANAH LONGSOR,BADUNG,BALI,Tidak diketahui,0,0,0,0,0,1,2018
5203,2018-01-10,TANAH LONGSOR,LOMBOK TIMUR,NUSA TENGGARA BARAT,Tidak diketahui,1,0,1,0,0,0,2018
3506,2018-01-10,CUACA EKSTREM,KEDIRI,JAWA TIMUR,Tidak diketahui,1,0,2,50,0,0,2018
3503,2018-01-10,TANAH LONGSOR,TRENGGALEK,JAWA TIMUR,Tidak diketahui,0,0,0,4,0,0,2018
3512,2018-01-10,CUACA EKSTREM,SITUBONDO,JAWA TIMUR,Tidak diketahui,0,0,0,33,0,0,2018
3302,2018-01-10,TANAH LONGSOR,BANYUMAS,JAWA TENGAH,Tidak diketahui,0,0,0,3,0,0,2018
3510,2018-01-10,BANJIR,BANYUWANGI,JAWA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
5311,2018-01-10,CUACA EKSTREM,SUMBA TIMUR,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,5,0,0,2018
5102,2018-01-10,TANAH LONGSOR,TABANAN,BALI,Tidak diketahui,0,0,0,1,0,0,2018
6112,2018-01-11,CUACA EKSTREM,KUBU RAYA,KALIMANTAN BARAT,Tidak diketahui,1,0,0,1,0,0,2018
6107,2018-01-11,BANJIR,BENGKAYANG,KALIMANTAN BARAT,Tidak diketahui,0,0,0,1,30,0,2018
3523,2018-01-11,GELOMBANG PASANG / ABRASI,TUBAN,JAWA TIMUR,Tidak diketahui,1,0,4,0,0,0,2018
3322,2018-01-11,TANAH LONGSOR,SEMARANG,JAWA TENGAH,Tidak diketahui,0,0,0,0,0,0,2018
3302,2018-01-11,CUACA EKSTREM,BANYUMAS,JAWA TENGAH,Tidak diketahui,0,0,0,59,0,0,2018
3527,2018-01-11,BANJIR,SAMPANG,JAWA TIMUR,Tidak diketahui,0,0,0,0,3,0,2018
3301,2018-01-11,CUACA EKSTREM,CILACAP,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
3518,2018-01-11,TANAH LONGSOR,NGANJUK,JAWA TIMUR,Tidak diketahui,0,0,0,2,0,0,2018
5108,2018-01-11,CUACA EKSTREM,BULELENG,BALI,Tidak diketahui,0,0,0,3,0,0,2018
6112,2018-01-11,BANJIR,KUBU RAYA,KALIMANTAN BARAT,Tidak diketahui,0,0,0,0,3,0,2018
3604,2018-01-11,CUACA EKSTREM,SERANG,BANTEN,Tidak diketahui,0,0,0,1,0,0,2018
5102,2018-01-11,TANAH LONGSOR,TABANAN,BALI,Tidak diketahui,0,0,0,0,0,0,2018
5201,2018-01-11,CUACA EKSTREM,LOMBOK BARAT,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,1,0,0,2018
5107,2018-01-11,ERUPSI GUNUNG API,KARANGASEM,BALI,Tidak diketahui,0,0,0,0,0,0,2018
6107,2018-01-12,BANJIR,BENGKAYANG,KALIMANTAN BARAT,Tidak diketahui,0,0,0,1,0,2,2018
5315,2018-01-12,CUACA EKSTREM,MANGGARAI BARAT,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,0,0,3,2018
5102,2018-01-12,BANJIR,TABANAN,BALI,Tidak diketahui,0,0,0,0,0,0,2018
3523,2018-01-12,TANAH LONGSOR,TUBAN,JAWA TIMUR,Tidak diketahui,0,0,1,0,0,0,2018
5202,2018-01-12,BANJIR,LOMBOK TENGAH,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,0,200,4,2018
3503,2018-01-12,BANJIR,TRENGGALEK,JAWA TIMUR,Tidak diketahui,0,0,0,0,0,1,2018
7502,2018-01-12,BANJIR,BOALEMO,GORONTALO,Tidak diketahui,0,0,0,0,1409,1,2018
6301,2018-01-12,CUACA EKSTREM,TANAH LAUT,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,6,0,0,2018
5310,2018-01-12,TANAH LONGSOR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,10,0,0,2018
5201,2018-01-12,CUACA EKSTREM,LOMBOK BARAT,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,1,0,0,2018
5310,2018-01-12,TANAH LONGSOR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
6303,2018-01-12,CUACA EKSTREM,BANJAR,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,27,0,0,2018
5201,2018-01-12,BANJIR,LOMBOK BARAT,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,0,0,1,2018
1971,2018-01-12,CUACA EKSTREM,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Tidak diketahui,0,0,0,3,0,0,2018
2105,2018-01-13,BANJIR,KEPULAUAN ANAMBAS,KEPULAUAN RIAU,Tidak diketahui,2,0,0,0,50,0,2018
5272,2018-01-13,TANAH LONGSOR,KOTA BIMA,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,6,0,0,2018
3604,2018-01-13,CUACA EKSTREM,SERANG,BANTEN,Tidak diketahui,0,0,0,1,0,0,2018
7322,2018-01-13,CUACA EKSTREM,LUWU UTARA,SULAWESI SELATAN,Tidak diketahui,0,0,0,1,0,0,2018
6112,2018-01-13,BANJIR,KUBU RAYA,KALIMANTAN BARAT,Tidak diketahui,0,0,0,540,0,0,2018
5206,2018-01-13,BANJIR,BIMA,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,1802,0,2,2018
5104,2018-01-13,TANAH LONGSOR,GIANYAR,BALI,Tidak diketahui,0,0,0,0,0,1,2018
3312,2018-01-13,BANJIR,WONOGIRI,JAWA TENGAH,Tidak diketahui,0,0,0,0,5,0,2018
3208,2018-01-13,TANAH LONGSOR,KUNINGAN,JAWA BARAT,Tidak diketahui,0,0,0,43,0,2,2018
3323,2018-01-13,CUACA EKSTREM,TEMANGGUNG,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
6102,2018-01-13,BANJIR,MEMPAWAH,KALIMANTAN BARAT,Tidak diketahui,0,0,0,0,443,0,2018
3306,2018-01-13,TANAH LONGSOR,PURWOREJO,JAWA TENGAH,Tidak diketahui,0,0,0,77,0,0,2018
3312,2018-01-13,CUACA EKSTREM,WONOGIRI,JAWA TENGAH,Tidak diketahui,0,0,1,1,0,0,2018
5320,2018-01-14,BANJIR,SABU RAIJUA,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
6109,2018-01-14,BANJIR,SEKADAU,KALIMANTAN BARAT,Tidak diketahui,0,0,0,0,550,0,2018
1405,2018-01-14,KEBAKARAN HUTAN DAN LAHAN,PELALAWAN,RIAU,Tidak diketahui,0,0,0,0,0,0,2018
5310,2018-01-14,TANAH LONGSOR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,10,0,0,2018
2101,2018-01-14,BANJIR,BINTAN,KEPULAUAN RIAU,Tidak diketahui,0,0,0,0,0,0,2018
5308,2018-01-14,CUACA EKSTREM,ENDE,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,27,0,0,2018
6112,2018-01-14,BANJIR,KUBU RAYA,KALIMANTAN BARAT,Tidak diketahui,0,0,0,0,0,0,2018
1471,2018-01-14,KEBAKARAN HUTAN DAN LAHAN,KOTA PEKANBARU,RIAU,Tidak diketahui,0,0,0,0,0,0,2018
6107,2018-01-14,BANJIR,BENGKAYANG,KALIMANTAN BARAT,Tidak diketahui,0,0,0,0,264,3,2018
1406,2018-01-14,KEBAKARAN HUTAN DAN LAHAN,ROKAN HULU,RIAU,Tidak diketahui,0,0,0,0,0,0,2018
3501,2018-01-14,TANAH LONGSOR,PACITAN,JAWA TIMUR,Tidak diketahui,0,0,11,0,0,0,2018
1401,2018-01-14,KEBAKARAN HUTAN DAN LAHAN,KAMPAR,RIAU,Tidak diketahui,0,0,0,0,0,0,2018
5320,2018-01-14,CUACA EKSTREM,SABU RAIJUA,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
1402,2018-01-14,KEBAKARAN HUTAN DAN LAHAN,INDRAGIRI HULU,RIAU,Tidak diketahui,0,0,0,0,0,0,2018
1410,2018-01-14,KEBAKARAN HUTAN DAN LAHAN,KEPULAUAN MERANTI,RIAU,Tidak diketahui,0,0,0,0,0,0,2018
1404,2018-01-14,KEBAKARAN HUTAN DAN LAHAN,INDRAGIRI HILIR,RIAU,Tidak diketahui,0,0,0,0,0,0,2018
5315,2018-01-15,CUACA EKSTREM,MANGGARAI BARAT,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,6,0,0,2018
5311,2018-01-15,TANAH LONGSOR,SUMBA TIMUR,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
6303,2018-01-15,CUACA EKSTREM,BANJAR,KALIMANTAN SELATAN,Tidak diketahui,0,0,0,10,0,1,2018
7322,2018-01-15,TANAH LONGSOR,LUWU UTARA,SULAWESI SELATAN,Tidak diketahui,0,0,0,4,0,0,2018
6107,2018-01-15,BANJIR,BENGKAYANG,KALIMANTAN BARAT,Tidak diketahui,0,0,0,0,233,21,2018
3215,2018-01-15,CUACA EKSTREM,KARAWANG,JAWA BARAT,Tidak diketahui,0,0,0,17,0,0,2018
5310,2018-01-15,TANAH LONGSOR,MANGGARAI,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,0,0,1,2018
3326,2018-01-15,BANJIR,PEKALONGAN,JAWA TENGAH,Tidak diketahui,0,0,0,0,75,0,2018
5308,2018-01-15,TANAH LONGSOR,ENDE,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
5107,2018-01-15,ERUPSI GUNUNG API,KARANGASEM,BALI,Tidak diketahui,0,0,0,0,0,0,2018
5313,2018-01-16,BANJIR,LEMBATA,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,0,11,0,2018
5320,2018-01-16,CUACA EKSTREM,SABU RAIJUA,NUSA TENGGARA TIMUR,Tidak diketahui,1,0,0,1,0,1,2018
5201,2018-01-16,TANAH LONGSOR,LOMBOK BARAT,NUSA TENGGARA BARAT,Tidak diketahui,0,0,0,1,0,0,2018
3501,2018-01-16,TANAH LONGSOR,PACITAN,JAWA TIMUR,Tidak diketahui,0,0,0,2,0,0,2018
5301,2018-01-16,CUACA EKSTREM,KUPANG,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
3312,2018-01-16,TANAH LONGSOR,WONOGIRI,JAWA TENGAH,Tidak diketahui,0,0,0,2,0,0,2018
3513,2018-01-16,CUACA EKSTREM,PROBOLINGGO,JAWA TIMUR,Tidak diketahui,0,0,0,3,0,0,2018
7301,2018-01-17,CUACA EKSTREM,KEPULAUAN SELAYAR,SULAWESI SELATAN,Tidak diketahui,0,0,0,2,0,0,2018
7302,2018-01-17,CUACA EKSTREM,BULUKUMBA,SULAWESI SELATAN,Tidak diketahui,0,0,1,5,0,0,2018
5301,2018-01-17,BANJIR,KUPANG,NUSA TENGGARA TIMUR,Tidak diketahui,2,0,0,0,0,0,2018
3517,2018-01-17,CUACA EKSTREM,JOMBANG,JAWA TIMUR,Tidak diketahui,2,0,0,60,0,0,2018
7312,2018-01-17,CUACA EKSTREM,SOPPENG,SULAWESI SELATAN,Tidak diketahui,1,0,0,1,0,0,2018
3512,2018-01-17,CUACA EKSTREM,SITUBONDO,JAWA TIMUR,Tidak diketahui,0,0,0,0,0,1,2018
3278,2018-01-18,BANJIR,KOTA TASIKMALAYA,JAWA BARAT,Tidak diketahui,0,0,0,1,0,0,2018
5315,2018-01-18,CUACA EKSTREM,MANGGARAI BARAT,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,0,0,1,2018
5304,2018-01-18,CUACA EKSTREM,BELU,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,15,0,0,2018
3320,2018-01-18,CUACA EKSTREM,JEPARA,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
1206,2018-01-18,ERUPSI GUNUNG API,KARO,SUMATERA UTARA,Tidak diketahui,0,0,0,0,0,0,2018
3309,2018-01-18,CUACA EKSTREM,BOYOLALI,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
5314,2018-01-18,CUACA EKSTREM,ROTE NDAO,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,2,0,0,2018
3513,2018-01-18,CUACA EKSTREM,PROBOLINGGO,JAWA TIMUR,Tidak diketahui,0,0,1,22,0,0,2018
3305,2018-01-18,CUACA EKSTREM,KEBUMEN,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
3604,2018-01-18,CUACA EKSTREM,SERANG,BANTEN,Tidak diketahui,0,0,0,4,0,0,2018
3301,2018-01-18,CUACA EKSTREM,CILACAP,JAWA TENGAH,Tidak diketahui,0,0,0,2,0,0,2018
3323,2018-01-18,CUACA EKSTREM,TEMANGGUNG,JAWA TENGAH,Tidak diketahui,0,0,0,0,0,0,2018
5311,2018-01-18,CUACA EKSTREM,SUMBA TIMUR,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
7208,2018-01-18,CUACA EKSTREM,PARIGI MOUTONG,SULAWESI TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
5314,2018-01-18,BANJIR,ROTE NDAO,NUSA TENGGARA TIMUR,Tidak diketahui,0,0,0,46,0,0,2018
5107,2018-01-19,ERUPSI GUNUNG API,KARANGASEM,BALI,Tidak diketahui,0,0,0,0,0,0,2018
3501,2018-01-19,TANAH LONGSOR,PACITAN,JAWA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
3404,2018-01-19,CUACA EKSTREM,SLEMAN,DI YOGYAKARTA,Tidak diketahui,0,0,0,1,0,0,2018
3323,2018-01-19,CUACA EKSTREM,TEMANGGUNG,JAWA TENGAH,Tidak diketahui,0,0,0,1,0,0,2018
3573,2018-01-19,TANAH LONGSOR,KOTA MALANG,JAWA TIMUR,Tidak diketahui,0,0,0,1,0,0,2018
3216,2018-01-19,CUACA EKSTREM,BEKASI,JAWA BARAT,Tidak diketahui,0,0,0,1,0,0,2018
